user_id,first_name,last_name,email,country,plan,account_status,created_at,kyc_verified,device_type
bcf6c23f-1244-4950-9b09-71f31737195e,Ethan,Marshall,kennethfarley@example.com,Australia,standard,suspended,2022-02-23,False,iOS
cc8567b5-49b2-40cd-9d10-5a63fafc8d70,Jessica,moore,smcdonald@example.org,uk,basic,active,2023-07-26,True,Android
3d4f3675-fe84-4345-a0b7-420d41701503,Robert,Sweeney,odomdaniel@example.net,USA,basic,suspended,2021-07-24,True,iOS
2ce173fa-a965-497f-a467-9d6418703ac6,Brian,Edwards,terri10@example.com,UK,premium,churned,2022-05-16,True,iOS
1a388d73-483a-4dfe-82fc-5d668672f510,Alexander,Smith,wilsonmelissa@example.org,Egypt,standard,active,2025-07-11,False,iOS
a778fc5b-abcb-483d-98d0-a472e62f2f3c,Brandon,Roberts,qgoodwin@example.org,South Africa,basic,active,2021-10-03,True,Web
e466b4b1-3423-4c03-897e-83204d912764,Stacy,knight,tammysharp@example.org,nigeria,basic,active,2022-03-08,False,iOS
a35994a7-2c27-43b8-88fd-518177493010,Roberto,Mcfarland,mosesdustin@example.com,Canada,basic,active,2025-09-29,True,Android
ad166ac7-6b04-4836-b834-63562f5f0ba0,Ellen,caldwell,danielsimmons@example.net,south africa,basic,active,2021-09-25,False,iOS
553c3657-0921-4539-b860-00609819c978,Chris,Stevenson,angelamartinez@example.org,Nigeria,standard,active,2021-01-20,True,Web
03dba384-1c7c-4f06-b5fb-446a892b6259,Victor,Sanchez,vsullivan@example.org,India,basic,active,2023-01-27,True,iOS
3d96904f-7d98-42d5-b67d-3174133e1cfd,Steven,Wilson,jennifer60@example.net,USA,basic,churned,2025-06-19,False,iOS
5e1bdc46-5805-4736-9827-9e396f31c504,Alyssa,White,crosbyamber@example.org,Germany,standard,active,2022-12-26,False,Web
339e508a-9b09-473e-b0e0-419c92f04886,Brett,Perez,crussell@example.net,France,standard,active,2022-04-30,False,Web
84f16faf-2ca9-49b3-b3df-5d30e61e1f77,Austin,Davis,jeremy18@example.org,South Africa,premium,active,2025-02-17,False,Android
2993cf23-06a9-41d2-ac19-b0c288ebe70c,Karen ,Black,amyjohnson@example.com ,France,standard,churned,2022-05-24,True,Android
0a176c64-9914-4bd7-b458-da2b90b7ab05,Jeffrey,smith,carlos77@example.org,usa,premium,churned,2022-04-01,True,Web
b26feb97-b0af-47ba-9e9a-e9e24b031320,Michael ,,,,,churned,2022-04-02,True,iOS
ef512abf-1743-4996-bcf3-77beb66c952f,Kevin,Nguyen,robertmartin@example.com,Germany,premium,suspended,2022-07-26,True,Android
e850b69e-871a-477b-8460-8e68ab10b5d4,Roger,Levine,coxmichele@example.org,Brazil,premium,active,2021-02-26,True,Web
cd99d1c8-195c-47a8-bdfd-d28c54fc5a4d,Thomas,Newton,ariasgina@example.com,USA,premium,active,2021-08-11,True,iOS
7ad622b6-2ce9-47a1-99c8-47d0f3b368a0,John,,,,,suspended,2021-08-25,True,Android
7a43fd1d-0e1c-4bed-aff6-108957d8ee92,Geoffrey,barker,briandiaz@example.org,uk,standard,active,2025-07-10,True,Android
c1ad1fff-5989-4248-9fc2-602840c2aa1b,Amber,Salinas,danielle27@example.net,Nigeria,standard,active,2021-05-24,False,Web
835c899b-4d1d-4767-b562-c21d5f1e5671,Kimberly,,,,,active,2022-09-08,True,Android
00c42058-88ea-4101-ba30-0719d390d641,Eric,Harris,tracie12@example.net,Germany,standard,active,2022-01-28,True,Web
7c6a1dfb-bd73-41bb-8a08-575ade42a96f,Stacy,,,,,active,2022-09-09,True,Web
b04c6efb-8b15-4da8-8533-ba1cdb17b796,Amy,chung,jessicawalker@example.net,germany,basic,churned,2024-05-27,False,Android
3cb47b8c-62c7-4a16-94d8-c99284d29198,John ,may,baileydouglas@example.com ,italy,basic,active,2025-06-19,False,Android
c03cb80d-7bae-4454-959f-4525afb6fcb5,Nicholas,Williams,shaun87@example.com,Germany,standard,active,2021-07-11,False,Android
b69d55b6-9bdb-4926-97e2-dd83de90bf9f,Jason,austin,brendanmoody@example.net,brazil,basic,active,2021-02-20,True,Web
41844f00-4719-47b3-95cc-efb428bc2cee,Patrick,Dixon,shawnali@example.org,Canada,standard,active,2024-07-13,True,Android
6527abe8-6623-4e71-bb00-6abfcfd52bcb,Leslie,Cantu,paulgreen@example.net,France,basic,active,2024-11-09,True,Android
fd36a888-7ad2-430e-aaa7-e1129ad441f7,Michael,davis,steve01@example.net,nigeria,basic,active,2021-12-27,False,Android
690f97d6-5c2f-473c-a2e8-47ca6de7bda2,Stephen,Christian,krosales@example.net,Italy,standard,suspended,2021-09-06,True,Web
4a0da6dd-5a75-4133-8cd7-1446d1f119ad,Sheila,steele,farnold@example.net,brazil,premium,active,2025-03-27,False,Android
bd137514-19e0-4fcd-974d-f43bb13d5315,Brian,Weber,ronaldstephens@example.com,India,standard,churned,2024-01-28,True,iOS
f576aad3-e599-43a1-941a-96d91f7cd6be,Shannon,White,james27@example.net,Morocco,basic,churned,2025-09-17,False,Android
44896faa-f941-4492-8cc2-711297856db3,Kenneth,Foley,cooperjonathan@example.net,Spain,standard,active,2021-06-08,False,iOS
343ea0ff-d6db-4639-af11-942377f6a058,Howard,Beard,jadereyes@example.com,Germany,premium,active,2021-11-05,True,Android
6ad47ad2-e11b-44fc-b1de-299be021b2ef,Anthony,Arnold,ronald86@example.net,India,basic,active,2024-01-17,True,iOS
0820fac3-9835-4231-8dd0-ff15cdca0ad5,Michael,Alvarez,ruizgerald@example.net,Egypt,basic,churned,2024-11-25,True,Web
075e5f25-213d-4183-b832-8532f024f03c,Christine,Frederick,james09@example.net,Australia,basic,suspended,2022-09-04,False,Web
111fbb59-4832-4e3a-8346-57a7b84028b7,Heather,Lane,timothymontgomery@example.com,Portugal,basic,churned,2024-01-24,False,Web
5dad2e90-50ec-4b57-9ec2-212958937874,April,Bennett,brendanolan@example.org,Italy,basic,active,2023-03-08,True,Android
5df367dd-4102-4df2-b509-6bc7509ad51f,Paula,Jones,jonathanthompson@example.com,France,basic,active,2021-09-19,False,Android
eb18c54a-9b1f-4756-80b7-2c4572c2da62,Todd,Deleon,dianamontgomery@example.net,Tunisia,standard,active,2021-06-21,False,iOS
4eb688f0-4f93-4db6-9765-8a078ae33f41,Andrew,Reed,theresa43@example.org,Italy,basic,active,2022-03-10,True,iOS
245d962c-bdfd-48c1-b9cf-5b2b433bb03a,Anna,Wilson,kerrykim@example.com,Algeria,basic,suspended,2023-05-14,True,iOS
dfe4eb22-3a5f-45f4-9735-efd4ae40fac5,Darin,Grant,tyler51@example.com,USA,standard,suspended,2022-12-18,True,iOS
4f8b07f1-6a96-4c82-ae67-537c6fa86a06,Nathan,Garcia,ustafford@example.org,Portugal,basic,active,2022-05-22,True,iOS
3540561c-98a0-45a7-93a2-aa0f0554af5c,Spencer,Gordon,cjackson@example.net,USA,basic,active,2024-03-01,False,Android
f9476761-089d-485d-900d-47c4b56bc2d2,Dawn ,Delacruz,sarahbooth@example.net ,UK,basic,active,2025-03-12,False,Android
5067590c-ae70-44f1-8233-08d04740680f,Diana,,,,,active,2022-10-01,True,Web
bb941981-44b0-4503-8094-63db3b7aaf83,Lisa,,,,,active,2024-04-27,False,Android
e78e981e-f523-4705-8d21-d82c0255bbaf,Jennifer,Sanchez,christinemoyer@example.org,USA,standard,churned,2024-05-14,False,Android
c903f86a-e303-4491-9e5a-fec639a80f4f,Alvin,williams,jodystewart@example.net,australia,basic,active,2024-09-16,True,Android
001e04d4-3de4-4f04-b7e5-6568af9de436,Emily,Miller,campbellalison@example.net,Germany,premium,churned,2021-08-05,True,iOS
ba0a7e1b-0c25-4fbb-9c4c-64817cc67328,Carol ,Mckee,christopherbutler@example.com ,Tunisia,basic,active,2021-12-27,False,Web
c0a0235f-9663-4bbd-aacb-90d59c45b64c,Jeff,Moses,patrick41@example.org,UK,premium,active,2023-09-18,True,Web
af532df5-5a77-4428-95ae-1c51b7a3d2de,James,Johnson,christine76@example.net,Canada,basic,active,2021-06-27,True,Android
a993a52e-6094-4db1-8f8c-500154c54d64,Angela,Davis,ruthobrien@example.net,Nigeria,standard,active,2022-11-20,True,Web
ba68d043-431b-438f-8082-6df3aacddcab,Crystal,Henderson,bishoptim@example.org,UK,basic,churned,2022-11-29,True,Android
2b1abadb-6629-48f0-92d9-0550d25adf82,Samantha,Williams,jeffrey01@example.com,Algeria,standard,active,2022-01-27,True,Android
4bc7aace-fab6-430e-ba0d-69c754a1dcaf,Emily,Holloway,cdelgado@example.com,Italy,standard,active,2024-08-15,False,iOS
255cb916-d632-44df-8e6a-5f7ad148e3e3,Janet ,,,,,active,2022-05-14,True,Android
b475b721-b997-4a14-85d8-bb0a1febdf2b,Gerald,todd,tylerpowers@example.org,italy,standard,active,2025-03-08,True,iOS
ddb7e4ba-85be-4b67-98bc-180181739f95,Todd,Page,randolphkevin@example.com,Italy,basic,active,2025-01-17,True,iOS
65caac57-dd69-40ca-97f1-f29b178c9450,Ethan ,davis,hayesalexander@example.net ,spain,standard,active,2022-03-20,False,iOS
19cf8f52-390d-4b5f-b49c-1db68781d2d0,Cathy,Bass,brandon96@example.com,Australia,standard,active,2021-07-25,False,iOS
c16ab1ca-75dc-4d85-a3d1-ea37cfd2b2f0,Gina,Horton,daniel98@example.com,France,basic,churned,2021-09-17,True,Web
825e3b9d-e5b0-4eda-b8b4-050f4c0597a5,Douglas,Huang,courtneylove@example.org,Australia,standard,active,2025-03-22,True,Web
537d5f8e-1aea-404d-a97b-290267447985,Andrew,,,,,active,2022-01-13,False,iOS
26957fa5-2b0f-4647-87e9-662b7257dfb4,Sarah ,Vincent,kristinmckinney@example.net ,Morocco,basic,active,2023-10-05,True,Android
96f028f1-9c2e-40af-a06d-a7a752a2e204,Robert,Cooper,bonnie71@example.com,USA,basic,active,2022-09-15,True,iOS
984947e5-1cf1-4cd3-a36d-288fe11756b6,Kimberly,Baker,lisa92@example.com,Australia,basic,active,2024-06-20,True,Android
87e8b342-bef4-456e-932c-c1ecfb92f698,Bridget,Rojas,cooperlinda@example.org,Italy,basic,churned,2023-05-29,True,Android
682e93b1-1d99-4230-9a70-8c4a21ade365,Anita,Bradley,qdennis@example.com,Canada,standard,suspended,2022-03-02,False,iOS
a7ff481f-5ad8-479c-8304-7f73bb107ce6,Denise,Smith,marcusjohnson@example.org,USA,basic,active,2021-11-17,True,Android
b5d4d29f-9711-41a6-b915-ce2f044b355f,Dennis,Pugh,matthew43@example.com,Canada,basic,active,2024-12-18,True,Web
d94e11c2-d91a-4892-b193-8f243979cfd8,Scott,,,,,active,2025-06-09,False,Android
ad324d0e-9ebc-4279-8f30-a291d1a07ca4,Spencer,saunders,devin77@example.org,uganda,basic,active,2024-08-19,True,iOS
5a7cc23d-f36e-4b4c-b9df-1e681f598e86,Scott,White,nicole25@example.net,USA,basic,churned,2024-05-03,False,Android
522662ae-b43d-476c-8b48-80e06e8182ff,Terri,Kennedy,jessica92@example.net,Germany,basic,active,2024-12-04,True,iOS
db222d79-fa52-42a0-afc9-0e1befac5128,Cynthia ,Edwards,paullong@example.org ,Spain,basic,active,2023-06-04,False,Android
cc7845f3-ac05-4fa2-8b9e-8d4dd803d7dd,Kevin,Pope,millereugene@example.org,USA,basic,active,2024-03-24,True,iOS
79f2748b-4dfd-4965-8599-9b04c91adbfd,Paige,Kane,kathleen33@example.org,Nigeria,premium,active,2025-04-12,False,Android
11bc66ff-c61f-4e76-a641-0bd115b8e59f,Justin,,,,,active,2024-04-13,True,Web
46160768-7f51-40e5-a470-dea9644a030a,Olivia,Williams,blanchardmark@example.org,Portugal,basic,active,2022-10-20,False,Web
7425321b-ba4c-45e2-8476-91948fc4920e,Matthew,Murphy,goldenbarbara@example.com,Germany,standard,active,2023-04-01,False,Android
38ae88e8-5265-4813-808a-1133d16ae82a,Matthew,Lindsey,sheila56@example.com,Italy,basic,active,2025-05-02,True,Android
83fc591c-3f53-4989-a7ef-262635f0d58b,Joshua,Johnson,pjenkins@example.org,Portugal,standard,active,2023-04-27,True,Android
0226df35-9826-4d37-8c15-b8721539eb54,Brianna,combs,emilystanton@example.com,canada,basic,active,2021-04-16,True,Android
4cd63741-52b5-4347-9d79-a6e9db3b428e,Jennifer,Johnson,jonathan59@example.org,Ghana,basic,active,2021-09-06,True,Android
883c8239-338a-44c5-a97c-f86c7153bb7d,Michael,Rodriguez,joanna75@example.org,Kenya,standard,active,2021-01-29,True,iOS
c2fe5ebd-f4c1-4e8d-850e-a148a58fe8eb,Brenda,Shannon,bradyclark@example.org,Portugal,premium,active,2021-08-29,False,iOS
264b89b5-8d78-494d-9437-d3d17659b7e8,Jeffrey,Peterson,ymorris@example.org,Uganda,basic,churned,2023-05-01,False,Web
0ca0d5dc-8864-4352-ab71-8377f686460a,Lisa ,Hughes,angela84@example.net ,UK,standard,active,2024-05-12,True,Web
827f31f7-20e6-46d0-ad64-09afd69d0e93,Maria ,gray,hallbarry@example.net ,morocco,basic,churned,2023-04-30,True,Android
995665a0-0d7a-48d9-bb29-be92bde47057,Matthew,Murray,edward95@example.com,UK,basic,churned,2025-09-12,True,Web
afc4910d-1512-4540-ae97-7e70d2f2940e,Mary,Brown,william88@example.com,Italy,basic,active,2022-12-08,True,Android
513ecc8a-cd0d-4efd-a359-4210ed7ebc9c,Julia,Silva,michaelnichols@example.org,France,premium,churned,2024-11-29,True,iOS
0141cb3d-df40-4d5d-ab0d-11ffa8592534,Alyssa,Anderson,solispatricia@example.org,Morocco,basic,active,2023-08-27,False,Web
d51cd950-93df-499e-9d06-9ae7881e02d8,Maria ,Johnson,william78@example.org ,France,standard,churned,2021-11-08,True,iOS
0d3af5c7-0c30-4581-b296-5f78a3c8e27d,Bailey,Glover,kyle30@example.com,Spain,standard,churned,2025-09-27,True,Android
4f8a813f-e5d3-4246-ae49-30ae7b1c47ba,Patrick,Mcguire,robertward@example.com,Italy,standard,active,2024-09-02,False,iOS
42e54bb9-1876-4542-810d-ff42d93fa891,Judith,Neal,vwilliams@example.com,Nigeria,basic,active,2023-03-26,False,Web
cd37bf79-bb42-40c3-a7e2-f3835f4a6fef,Ronald,Jones,nicholasarmstrong@example.net,Morocco,premium,active,2022-10-11,False,Web
9fb938c2-01a5-4a2c-8900-1e7ef29f3683,Kristy,Simpson,anthonydean@example.net,Italy,standard,active,2022-04-26,False,Web
fb38477d-b3a1-4fc3-b203-b6a46fb51468,Mark,Johnson,williamshannah@example.com,Portugal,standard,active,2021-07-21,False,Android
9ae07b8c-3951-4d7d-8d59-7d8da38dbac6,Melissa,Gonzales,marquezbrian@example.org,USA,basic,active,2021-03-01,True,Android
cc277da5-43e8-4faa-b1e4-03a786f8dafd,Shannon,Rogers,randalltaylor@example.net,Germany,basic,active,2023-12-24,True,Android
378acd24-23b4-4836-916e-e62e7ddf13a7,Ashley,Allen,michelledavis@example.net,UK,basic,active,2023-02-23,False,iOS
4f4176ec-55c1-4346-adf1-34d9cc424e8e,Lisa,Richards,shanevelasquez@example.com,Ghana,basic,active,2022-06-05,True,Android
e5099561-8694-4483-a06c-a511d636b33b,Lauren,Kim,ncarroll@example.com,Tunisia,basic,active,2024-01-25,True,iOS
549a230e-319b-4605-8ee5-0c242f8f8d7f,James,Jackson,patricia14@example.com,Germany,standard,active,2023-05-19,False,Android
6e007763-e28f-4f14-a7b1-4afa8d42f119,Paul,Hart,danielle02@example.org,Germany,premium,churned,2021-08-07,True,Android
bafd0952-51b3-49dc-8f6e-ea824bdf1a75,Amy,Murray,donald71@example.org,Australia,premium,active,2025-08-27,False,iOS
6ac2325b-7358-436b-b74e-eb9544114912,Allison,Hawkins,jonesanna@example.org,Australia,standard,churned,2021-04-11,False,Android
311c947a-8ec5-47dd-9608-24cc3ec039f7,Scott,fowler,victor64@example.com,egypt,premium,churned,2022-04-17,False,iOS
e4dab797-ab2c-45e4-b58a-8d7068104196,Edward,Cook,julia96@example.org,Canada,standard,active,2025-01-16,False,Android
ad0d12b8-09c0-4ccb-ab8e-d5ba5bddf06c,Laura,Schmidt,rbell@example.net,USA,basic,active,2021-03-22,True,iOS
15f4ddcb-53e1-434c-a457-9dfbe9a08923,Jessica,Henry,matthew65@example.net,Australia,standard,active,2022-08-28,True,iOS
8d171374-5058-49cf-a48e-e64ed2eb7e22,Michael,Stephens,james75@example.net,UK,standard,churned,2023-01-20,True,Web
dc392814-517a-4e15-aa03-cb38f54c6cdd,Robert,Booth,gary32@example.net,Egypt,basic,churned,2023-09-14,False,iOS
4d1fe0b6-a7aa-4204-a129-4e5d3a70d841,Colleen,todd,crussell@example.net,algeria,premium,active,2021-06-04,True,Web
4d7500db-dcd1-47ee-ae60-871cfee79209,Manuel,Nguyen,stephanie06@example.net,Morocco,standard,suspended,2025-09-29,False,iOS
78176efb-0534-4135-a4b5-f20e1f6e45df,Melanie,Grimes,wturner@example.org,Kenya,basic,active,2023-07-21,True,Android
c05c1d7f-4b7a-44c2-8d81-de40569fd26c,Jonathon,Wilkinson,wvargas@example.net,UK,basic,active,2023-01-31,True,iOS
7a821308-3b97-4795-bc99-208756dacb1d,Jay ,Gibson,sarah04@example.org ,USA,premium,active,2024-06-03,True,iOS
cc97e155-e69b-48c6-bdf2-2458539b6e9c,Dakota,miller,andrewaustin@example.com,south africa,premium,active,2023-04-17,True,iOS
fcb86024-953b-46a5-8f55-9a21e5b52ca1,Melanie,,,,,active,2022-04-26,False,iOS
e89a5d21-7813-413f-90ee-21809a82283b,Sherri,Clayton,lloydadrian@example.org,Italy,standard,churned,2024-01-12,True,Android
31102fa5-663b-4ae1-88ab-d9ac11ff8350,Kayla,Jones,murphywilliam@example.org,USA,basic,active,2023-09-30,False,Web
c3396fa4-ab12-4a09-ae58-a6ac03167b1e,Kimberly,Jackson,deannawiley@example.com,UK,standard,active,2023-06-30,False,Web
8631a79c-3f5e-48b1-a873-271fb6f0445c,Brandon,Pollard,david32@example.com,USA,standard,active,2024-08-13,True,iOS
63485285-e604-4a91-9281-cbd814e43566,Dave ,Harris,sabrinapatterson@example.com ,UK,basic,churned,2023-07-21,True,iOS
ff12df66-0fda-4bea-b62d-d6e852dbba69,Bianca,Edwards,lisa81@example.net,Canada,premium,active,2022-11-15,True,iOS
bfdfd40b-42b3-450b-b16c-a51279876ef8,Raymond,Harvey,johnstongeorge@example.com,Australia,basic,churned,2022-03-01,True,Web
ce8aba70-08a7-43b1-a28a-e3e4690348f7,Teresa,Hardin,jessica02@example.net,UK,standard,churned,2024-05-05,True,Web
3eab7012-f5d3-44b4-bda0-1b18347a5ac4,Pamela,Miller,ybeasley@example.net,USA,basic,active,2021-12-24,True,Web
135073b1-d27c-450c-9985-a30ff208f5b1,Stephanie,smith,laurenlambert@example.net,usa,basic,churned,2024-04-20,True,iOS
3f0af9ea-63f4-4c51-b529-ef2c60460972,Nathaniel ,hernandez,brianpowell@example.net ,usa,standard,active,2025-03-08,True,iOS
66434c55-7dca-4853-adf1-a6e3bdc67a95,Travis,Chang,ucarrillo@example.org,France,standard,active,2022-03-30,False,iOS
7372456b-8735-49d1-9e34-5e322772fa81,Jeffrey,Ferrell,matthewhenry@example.net,Nigeria,premium,active,2023-07-28,False,iOS
641361e1-8ce4-45e5-9dd4-da919c4ae0d0,Mitchell,pittman,martinkimberly@example.org,portugal,premium,active,2021-08-10,True,Web
373fb1f6-b861-44b7-afa4-04679586cb21,Jeremiah,Mcpherson,tannerisaac@example.com,USA,basic,active,2021-05-15,True,Android
fc7fbe0b-4b77-484e-9ea4-6ba2a6e46c68,Roger,Thomas,isabelmoore@example.com,Australia,standard,active,2024-05-08,True,Android
c2e6e946-0257-474a-89ab-114570acbb16,Jeremy,Pham,stoneallison@example.net,Canada,basic,churned,2024-09-02,False,Android
22433c12-4fa1-47cc-81f0-504fe5047770,Alan,Keith,wroberts@example.com,Nigeria,basic,active,2022-04-13,True,Web
d2ac8b64-b191-450b-a7f0-3f0bb05fc4cc,Miranda,Hill,bradleytimothy@example.net,France,standard,active,2022-10-03,False,iOS
a1dbd8c1-49f3-4d74-827f-d319d1cd747b,Randy ,Montoya,donna37@example.com ,USA,premium,active,2025-08-31,True,iOS
b3f5e520-5ca1-4a24-bcb1-b226c3912a3f,Luke,Cohen,michelebeltran@example.net,Nigeria,basic,active,2021-05-03,True,Android
1b9f16ed-b9de-441c-990f-9962f736a1cd,Victoria,dunn,rossmeghan@example.com,germany,basic,active,2024-09-24,False,iOS
fe76d79a-55fb-4408-901c-80383efd93ce,Kelly,Holden,christopher66@example.com,Ghana,basic,active,2022-10-02,True,Android
b5113bd8-2094-4e30-a45a-68e1bcd7bb58,Cole,Shelton,hannahpalmer@example.org,UK,standard,active,2021-08-10,True,Android
81034dfe-fdbe-4714-80eb-4716c6f31897,Tristan,Martin,ccarpenter@example.com,USA,basic,active,2023-05-29,False,Web
b8b1a110-331e-49d9-8073-4751a6d0b666,Henry ,Douglas,carsonkristopher@example.net ,South Africa,standard,active,2021-02-23,False,Android
d7f43080-5542-4740-a462-d5f83c5d7bfb,Russell,Phillips,morenosharon@example.com,India,basic,active,2025-04-11,True,iOS
29b89a03-f084-4a89-8ad7-d21f07d36075,Bailey,,,,,active,2023-04-01,True,Android
0dbc659f-24ff-4a76-be4c-adc87f1d7366,William,sexton,lucaswolf@example.com,portugal,basic,active,2023-02-10,True,iOS
73b8521b-9634-46ec-88fa-6058c21628bb,Veronica ,Price,juanbrown@example.org ,France,standard,churned,2024-03-08,True,Web
ad58b5ae-776e-4946-b7a3-d969e698ec49,Mitchell,Hernandez,bennettdebbie@example.net,USA,standard,active,2021-06-17,True,Android
ac7cd2df-0fef-4453-8ab1-b62ffa067c03,Stephen ,Bowers,taylorgina@example.net ,Italy,basic,active,2025-03-27,True,iOS
61439b52-75d9-409d-bb6c-f19080a9aff4,Russell,Walker,nwilliams@example.org,USA,standard,active,2023-12-16,False,iOS
94bca040-47a6-4aa8-be72-a9af39e7b352,Anthony,Williams,jonathanprice@example.com,France,standard,active,2022-09-10,False,Android
a1ea7cfc-e5bf-44e3-847d-ada8e55dd7f0,Stephen,Goodman,martha34@example.net,Nigeria,basic,active,2023-10-16,False,iOS
